labels_pct,ari,ari_std,nmi,accuracy,acc_std,bal_acc,kappa,kappa_std,macro_f1
10,0.3784821543755291,0.041086370938455574,0.28413341455801167,0.6633000000000001,0.02253574937737819,0.524010828034863,0.5061296148907305,0.033768109659042506,0.5157119405547929
20,0.3937737299766161,0.039771130647123384,0.29775212052282485,0.6725000000000001,0.020398529358755264,0.5335639694973516,0.5191228622107185,0.03185897821243632,0.5242087389058196
30,0.4131416857786821,0.0438536977311896,0.31382809608583645,0.6859999999999999,0.02243880567231686,0.5483501283320897,0.5375013208156221,0.03321646849126034,0.5383844336706706
40,0.42806719126683995,0.036483743255777204,0.3255197846130725,0.6959,0.01610093165006298,0.5555806347891783,0.550995799964676,0.02572316055638216,0.5443353413108813
